code;roundTheClock;zone24;timeZone;workingHours;coordinates latitude;coordinates longitude;fullAddress;subwayStations;locationCategory;services;conditionCode
60026153;True;True;0;[];55.758824;37.752139;г. Москва, ш. Энтузиастов, д. 31стр39;[['Шоссе Энтузиастов', 'ЖЕЛ', '50'], ['Шоссе Энтузиастов', 'КРЖ', '230']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'SELF_ENCASHMENT': True, 'CASHIN': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True};True
474707;False;False;0;[[32400000, 64800000], None, [32400000, 64800000], None, [32400000, 64800000], None, [32400000, 64800000], None, [32400000, 64800000], None, None, None, None, None];55.658148;37.6443;г. Москва, ш. Каширское, д. 23;[['Каширская', 'ЗЕЛ', '440']];Медицинское учреждение;{'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': True};True
10110756;False;False;0;[[36000000, 72000000], None, [36000000, 72000000], None, [36000000, 72000000], None, [36000000, 72000000], None, [36000000, 72000000], None, [36000000, 72000000], None, [36000000, 72000000], None];55.672975;37.583526;г. Москва, пр-кт Нахимовский, д. 24;[['Профсоюзная', 'ОРА', '1380'], ['Академическая', 'ОРА', '1690'], ['Нагорная', 'СЕР', '1690'], ['Нахимовский Проспект', 'СЕР', '1760']];Магазин;{'QRCODE': True, 'CASHIN_ITEMS_CNT40': False, 'SELF_ENCASHMENT': False, 'PAY_CASH': False, 'CASHIN': False, 'PAY_SERVICES': False, 'BARCODE': True, 'NFC': False, 'CASHOUT': True, 'DEPOSIT_OPEN': True};False
698056;True;True;0;[];55.849964;37.45195;г. Москва, ул. Свободы, д. 55;[['Сходненская', 'ФИО', '690']];Отделение банка;{'QRCODE': True, 'PAY_CASH': True, 'PAY_SERVICES': True, 'BARCODE': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': True};True
60012941;True;True;0;[];55.723394;37.610437;г. Москва, ул. Шаболовка,  10к2;[['Шаболовская', 'ОРА', '540'], ['Октябрьская', 'КОР', '670'], ['Октябрьская', 'ОРА', '900'], ['Добрынинская', 'КОР', '990']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True, 'DEPOSIT_OPEN': True};True
60001434;True;True;0;[];55.673775;37.760457;г. Москва, ул. Совхозная, д. 39;[['Люблино', 'САЛ', '90']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'SELF_ENCASHMENT': True, 'CASHIN': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True};True
60001088;False;False;0;[[32400000, 75600000], None, [32400000, 75600000], None, [32400000, 75600000], None, [32400000, 75600000], None, [32400000, 75600000], None, [32400000, 75600000], None, [36000000, 75600000], None];55.741014;37.415407;г. Москва, ул. Ярцевская, д. 25а;[['Молодёжная', 'СИН', '30']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'SELF_ENCASHMENT': True, 'CASHIN': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True};True
60006259;True;True;0;[];55.819635;37.802169;г. Москва, ул. Алтайская, д. 4;[['Щёлковская', 'СИН', '1050']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'SELF_ENCASHMENT': True, 'CASHIN': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True};True
60017255;True;True;0;[];55.723095;37.443757;г. Москва, ш. Можайское,  4к1;[['Кунцевская', 'СИН', '840'], ['Кунцевская', 'ГОЛ', '860']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True, 'DEPOSIT_OPEN': True};True
60022499;False;False;0;[[30600000, 70200000], None, [30600000, 70200000], None, [30600000, 70200000], None, [30600000, 70200000], None, [30600000, 70200000], None, [32400000, 59400000], None, None, None];55.749886;37.784506;г. Москва, ул. 2-я Владимирская, д. 40;[['Перово', 'ЖЕЛ', '90']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'SELF_ENCASHMENT': True, 'CASHIN': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True};True
789553;True;True;0;[];55.861481;37.436817;г. Москва, ул. Планерная,  12, к. 1;[['Планерная', 'ФИО', '70']];Отделение банка;{'QRCODE': True, 'PAY_CASH': False, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': False};True
11374437;True;True;0;[];55.823803;37.646156;г. Москва, пр-кт Мира, д. 180;[['ВДНХ', 'ОРА', '340']];Отделение банка;{'QRCODE': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True, 'DEPOSIT_OPEN': True};True
358546;False;False;0;[[36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None];55.659647;37.749661;г. Москва, ул. Перерва,  43к1;[['Братиславская', 'САЛ', '50']];ТЦ;{'PAY_SERVICES': True, 'BARCODE': True, 'CASHOUT': True, 'DEPOSIT_OPEN': True};True
60002754;True;True;0;[];55.64192;37.523456;г. Москва, ул. Профсоюзная, д. 104;[['Беляево', 'ОРА', '120']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'SELF_ENCASHMENT': True, 'CASHIN': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True};True
780114;False;False;0;[[32400000, 64800000], None, [32400000, 64800000], None, [32400000, 64800000], None, [32400000, 64800000], None, [32400000, 61200000], None, None, None, None, None];55.762378;37.776197;г. Москва, ш. Энтузиастов, д. 62;[['Перово', 'ЖЕЛ', '1360'], ['Шоссе Энтузиастов', 'ЖЕЛ', '1610'], ['Шоссе Энтузиастов', 'КРЖ', '1790']];Медицинское учреждение;{'QRCODE': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'CASHOUT': True, 'DEPOSIT_OPEN': True};True
60010994;True;True;0;[];55.645703;37.74724;г. Москва, ул. Люблинская, д. 175;[['Марьино', 'САЛ', '400']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': False, 'BARCODE': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True, 'DEPOSIT_OPEN': True};True
517030;True;True;0;[];55.796834;37.575733;г. Москва, ул. Башиловская, д. 11;[['Савёловская', 'ЖЕЛ', '660'], ['Савёловская', 'СЕР', '680'], ['Петровский Парк', 'БИР', '1170']];Отделение банка;{'QRCODE': True, 'PAY_CASH': False, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': False};True
60014715;True;True;0;[];55.59604;37.593785;г. Москва, ул. Академика Янгеля,  4к2;[['Улица Академика Янгеля', 'СЕР', '410']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True, 'DEPOSIT_OPEN': True};True
438644;False;False;0;[[36000000, 75600000], None, [36000000, 75600000], None, [36000000, 75600000], None, [36000000, 75600000], None, [36000000, 75600000], None, [36000000, 72000000], None, [36000000, 72000000], None];55.670133;37.552427;г. Москва, ул. Профсоюзная, д. 56;[['Новые Черёмушки', 'ОРА', '100']];Отделение банка;{'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': True};True
664352;True;True;0;[];55.803004;37.402963;г. Москва, б-р Строгинский, д. 22;[['Строгино', 'СИН', '90']];Отделение банка;{'QRCODE': True, 'PAY_CASH': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': True};True
246887;False;False;0;[[36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None];55.619467;37.50928;г. Москва, пр-кт Новоясеневский, д. 1;[['Тёплый Стан', 'ОРА', '140']];ТЦ;{'CASHIN_ITEMS_CNT40': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'NFC': True, 'CASHOUT': True, 'DEPOSIT_OPEN': True};True
236273;False;False;0;[[28800000, 82800000], None, [28800000, 82800000], None, [28800000, 82800000], None, [28800000, 82800000], None, [28800000, 82800000], None, [28800000, 82800000], None, [28800000, 82800000], None];55.893177;37.576473;г. Москва, ул. Абрамцевская,  4к1;[['Алтуфьево', 'СЕР', '750']];Магазин;{'QRCODE': True, 'PAY_SERVICES': True, 'BARCODE': True, 'CASHOUT': True, 'DEPOSIT_OPEN': True};True
546418;False;False;0;[[25200000, 72000000], None, [25200000, 72000000], None, [25200000, 72000000], None, [25200000, 72000000], None, [25200000, 72000000], None, None, None, None, None];55.829746;37.594203;г. Москва, ул. Академика Комарова, д. 5к1;[['Фонвизинская', 'САЛ', '920']];Медицинское учреждение;{'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': True};True
10120115;True;False;0;[];55.765301;37.58583;г. Москва, ул. Садовая-Кудринская,  15, стр. 3А;[['Баррикадная', 'ФИО', '600'], ['Краснопресненская', 'КОР', '790'], ['Маяковская', 'ЗЕЛ', '810'], ['Белорусская', 'КОР', '1130']];Медицинское учреждение;{'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': True};True
60013772;True;True;0;[];55.847463;37.352382;г. Москва, пер. 3-й Митинский,  6, к. 1;[['Митино', 'СИН', '450']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'SELF_ENCASHMENT': True, 'CASHIN': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True};True
10482616;True;True;0;[];55.716747;37.38763;г. Москва, ул. Барвихинская, д. 8;[];Отделение банка;{'QRCODE': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True, 'DEPOSIT_OPEN': True};True
60033781;True;True;0;[];55.720307;37.817564;г. Москва, ул. Вешняковская, д. 24б;[['Выхино', 'ФИО', '460']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True, 'DEPOSIT_OPEN': True};True
11029265;False;False;0;[[34200000, 72000000], None, [34200000, 72000000], None, [34200000, 72000000], None, [34200000, 72000000], None, [34200000, 72000000], None, [32400000, 61200000], None, [36000000, 57600000], None];55.574849;37.580077;г. Москва, б-р Дмитрия Донского, д. 1;[['Улица Старокачаловская', 'СЕГ', '520'], ['Бульвар Дмитрия Донского', 'СЕР', '570'], ['Лесопарковая', 'СЕГ', '770']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': False, 'BARCODE': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True, 'DEPOSIT_OPEN': True};True
10203517;True;True;0;[];55.687129;37.544973;г. Москва, пр-кт Ленинский, д. 75/9;[['Университет', 'КРА', '830']];Отделение банка;{'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': True};True
10203518;True;True;0;[];55.687129;37.544973;г. Москва, пр-кт Ленинский, д. 75/9;[['Университет', 'КРА', '830']];Отделение банка;{'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': True};True
60003654;False;False;0;[[32400000, 75600000], None, [32400000, 75600000], None, [32400000, 75600000], None, [32400000, 75600000], None, [32400000, 75600000], None, [32400000, 61200000], None, None, None];55.839655;37.528068;г. Москва, ул. Михалковская, д. 24;[['Коптево', 'КРЖ', '340']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'SELF_ENCASHMENT': True, 'CASHIN': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True};True
634576;True;True;0;[];55.706494;37.930836;г. Москва, ул. Рождественская, д. 31;[];Отделение банка;{'QRCODE': True, 'PAY_CASH': False, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': False};True
60015828;True;True;0;[];55.659378;37.757521;г. Москва, ул. Братиславская, д. 16к1;[['Братиславская', 'САЛ', '320']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'SELF_ENCASHMENT': True, 'CASHIN': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True};True
651053;True;True;0;[];55.683153;37.926628;г. Москва, ул. 1-я Вольская,  22к1;[];Отделение банка;{'QRCODE': True, 'PAY_CASH': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': True};True
60004933;True;True;0;[];55.822979;37.526726;г. Москва, ул. Большая Академическая,  15к1;[];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'SELF_ENCASHMENT': True, 'CASHIN': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True};True
60000225;True;True;0;[];55.728245;37.417625;г. Москва, ул. Ивана Франко, д. 36;[['Молодёжная', 'СИН', '1340'], ['Кунцевская', 'СИН', '1780'], ['Кунцевская', 'ГОЛ', '1780']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'SELF_ENCASHMENT': True, 'CASHIN': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True};True
10282529;False;False;0;[[30600000, 70200000], None, [30600000, 70200000], None, [30600000, 70200000], None, [30600000, 70200000], None, [30600000, 70200000], None, [34200000, 61200000], None, None, None];55.753955;37.799427;г. Москва, ул. Новогиреевская, д. 31/45;[['Перово', 'ЖЕЛ', '740'], ['Новогиреево', 'ЖЕЛ', '970']];Отделение банка;{'QRCODE': True, 'PAY_CASH': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': True};True
171795;False;False;0;[[32400000, 70200000], None, [32400000, 70200000], None, [32400000, 70200000], None, [32400000, 70200000], None, [32400000, 70200000], None, [36000000, 61200000], None, None, None];55.708225;37.819244;г. Москва, ул. ТАШКЕНТСКАЯ, д. 9;[['Юго-Восточная', 'РОЗ', '290']];Отделение банка;{'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': True};True
60028582;True;True;0;[];55.726413;37.761107;г. Москва, пр-кт Рязанский,  45к1;[['Стахановская', 'РОЗ', '540']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True, 'DEPOSIT_OPEN': True};True
662154;True;True;0;[];55.887766;37.677005;г. Москва, ул. Широкая, д. 29;[['Медведково', 'ОРА', '980']];Отделение банка;{'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': False, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': True};True
60010871;False;False;0;[[36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None];55.839836;37.491199;г. Москва, ш. Головинское,  5, к. 1;[['Водный Стадион', 'ЗЕЛ', '250']];ТЦ;{'CASHIN_ITEMS_CNT200': True, 'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True, 'DEPOSIT_OPEN': True};True
60029802;True;True;0;[];55.753546;37.713092;г. Москва, ул. Красноказарменная,  23;[['Авиамоторная', 'ЖЕЛ', '290'], ['Авиамоторная', 'РОЗ', '410']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True, 'DEPOSIT_OPEN': True};True
84174;False;False;0;[[32400000, 75600000], None, [32400000, 75600000], None, [32400000, 75600000], None, [32400000, 75600000], None, [32400000, 75600000], None, [36000000, 64800000], None, None, None];55.64704;37.411741;г. Москва, пр-кт Солнцевский, д. 21;[['Солнцево', 'ЖЕЛ', '1300'], ['Говорово', 'ЖЕЛ', '1400']];Отделение банка;{'QRCODE': True, 'PAY_CASH': False, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': False};True
142536;False;False;0;[[30600000, 70200000], None, [30600000, 70200000], None, [30600000, 70200000], None, [30600000, 70200000], None, [30600000, 70200000], None, [32400000, 61200000], None, None, None];55.798647;37.718974;г. Москва, ул. Большая Черкизовская, д. 5;[['Преображенская Площадь', 'КРА', '230']];Отделение банка;{'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': True};True
151154;True;False;0;[];55.639029;37.759228;г. Москва, ул. Борисовские Пруды,  26к2;[['Алма-Атинская', 'ЗЕЛ', '720'], ['Борисово', 'САЛ', '1080']];ТЦ;{'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': True};True
60009810;True;True;0;[];55.705381;37.47916;г. Москва, ул. Матвеевская, д. 2;[['Раменки', 'ЖЕЛ', '1440'], ['Мичуринский Проспект', 'ЖЕЛ', '1780']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'SELF_ENCASHMENT': True, 'CASHIN': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True};True
10982673;True;True;0;[];55.773631;37.605579;г. Москва, пер. Оружейный,  41;[['Маяковская', 'ЗЕЛ', '700'], ['Новослободская', 'КОР', '710'], ['Пушкинская', 'ФИО', '850'], ['Чеховская', 'СЕР', '870']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True, 'DEPOSIT_OPEN': True};True
798413;True;True;0;[];55.879354;37.715138;г. Москва, ул. Егора Абакумова,  10к1;[];Отделение банка;{'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': True};True
60001615;True;True;0;[];55.566807;37.576385;г. Москва, б-р Дмитрия Донского, д. 11;[['Бульвар Дмитрия Донского', 'СЕР', '130'], ['Улица Старокачаловская', 'СЕГ', '170']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True, 'DEPOSIT_OPEN': True};True
60001897;False;False;0;[[36000000, 68400000], None, [36000000, 68400000], None, [36000000, 68400000], None, [36000000, 68400000], None, [36000000, 68400000], None, [36000000, 54000000], None, None, None];55.815865;37.597669;г. Москва, пр-д Огородный, д. 19;[['Бутырская', 'САЛ', '280']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True, 'DEPOSIT_OPEN': True};True
10933134;False;False;0;[[30600000, 57600000], None, [30600000, 57600000], None, [30600000, 57600000], None, [30600000, 57600000], None, [30600000, 57600000], None, None, None, None, None];55.730051;37.564078;г. Москва, пер. Абрикосовский, д. 2-3;[['Спортивная', 'КРА', '700'], ['Лужники', 'КРЖ', '1050'], ['Фрунзенская', 'КРА', '1080']];Медицинское учреждение;{'QRCODE': True, 'CASHIN_ITEMS_CNT40': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True, 'DEPOSIT_OPEN': True};True
906049;True;True;0;[];55.749886;37.784506;г. Москва, ул. 2-я Владимирская, д. 40;[['Перово', 'ЖЕЛ', '90']];Отделение банка;{'QRCODE': True, 'PAY_CASH': False, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': False};True
60009503;True;True;0;[];55.738938;37.614984;г. Москва, ул. Большая Якиманка, д. 18;[['Полянка', 'СЕР', '330']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'SELF_ENCASHMENT': True, 'CASHIN': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True};True
60008491;False;False;0;[[30600000, 70200000], None, [30600000, 70200000], None, [30600000, 70200000], None, [30600000, 70200000], None, [30600000, 70200000], None, [34200000, 61200000], None, [36000000, 54000000], None];55.744672;37.560943;г. Москва, ул. Брянская, д. 8;[['Киевская', 'ГОЛ', '300'], ['Киевская', 'СИН', '310'], ['Киевская', 'КОР', '400']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'SELF_ENCASHMENT': True, 'CASHIN': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True};True
11048473;False;False;0;[[36000000, 75600000], None, [36000000, 75600000], None, [36000000, 75600000], None, [36000000, 75600000], None, [36000000, 75600000], None, [36000000, 61200000], None, None, None];55.792543;37.787337;г. Москва, ул. Первомайская, д. 42;[['Измайловская', 'СИН', '580'], ['Первомайская', 'СИН', '750']];Отделение банка;{'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': True};True
60032926;True;True;0;[];55.730882;37.632282;г. Москва, ул. Валовая, д. 8/18;[['Павелецкая', 'КОР', '250'], ['Павелецкая', 'ЗЕЛ', '260'], ['Серпуховская', 'СЕР', '610']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'SELF_ENCASHMENT': True, 'CASHIN': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True};True
60001046;False;False;0;[[32400000, 75600000], None, [32400000, 75600000], None, [32400000, 75600000], None, [32400000, 75600000], None, [32400000, 75600000], None, [34200000, 61200000], None, None, None];55.81661;37.737492;г. Москва, ш. Открытое, д. 9стр14;[['Бульвар Рокоссовского', 'КРЖ', '110']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True, 'DEPOSIT_OPEN': True};True
171792;False;False;0;[[32400000, 75600000], None, [32400000, 75600000], None, [32400000, 75600000], None, [32400000, 75600000], None, [32400000, 75600000], None, [32400000, 75600000], None, [32400000, 75600000], None];55.718096;37.784066;г. Москва, пр-кт Рязанский, д. 30к2;[['Окская', 'РОЗ', '140']];ТЦ;{'CASHIN_ITEMS_CNT40': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'NFC': True, 'CASHOUT': True, 'DEPOSIT_OPEN': True};True
11474950;False;False;0;[[36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None];55.863858;37.545752;г. Москва, ш. Дмитровское, д. 89;[['Селигерская', 'САЛ', '90']];ТЦ;{'QRCODE': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True, 'DEPOSIT_OPEN': True};True
11077151;True;True;0;[];55.790909;37.482978;г. Москва, ул. Расплетина, д. 10, к. 1;[['Октябрьское Поле', 'ФИО', '670'], ['Панфиловская', 'КРЖ', '1210'], ['Зорге', 'КРЖ', '1250']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'SELF_ENCASHMENT': True, 'CASHIN': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True};True
16205;True;True;0;[];55.855153;37.355498;г. Москва, ш. Пятницкое, д. 39;[['Пятницкое Шоссе', 'СИН', '100']];Отделение банка;{'QRCODE': True, 'PAY_CASH': False, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': False};True
629967;False;False;0;[[30600000, 70200000], None, [30600000, 70200000], None, [30600000, 70200000], None, [30600000, 70200000], None, [30600000, 70200000], None, [32400000, 59400000], None, None, None];55.863358;37.433508;г. Москва, ул. Планерная,  7, к. 1;[['Планерная', 'ФИО', '240']];Отделение банка;{'QRCODE': True, 'PAY_CASH': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': True};True
569209;True;True;0;[];55.677932;37.531621;г. Москва, пр-кт Ленинский, д. 89/2;[];Отделение банка;{'QRCODE': True, 'PAY_CASH': False, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': False};True
