code;roundTheClock;zone24;timeZone;workingHours;coordinates latitude;coordinates longitude;fullAddress;subwayStations;locationCategory;services;conditionCode
60008625;True;True;0;[];55.806894;37.635593;г. Москва, пр-кт Мира,  91к3;[['Алексеевская', 'ОРА', '210']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'SELF_ENCASHMENT': True, 'CASHIN': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True};True
10117393;False;False;0;[[32400000, 72000000], None, [32400000, 72000000], None, [32400000, 72000000], None, [32400000, 72000000], None, [32400000, 72000000], None, [36000000, 61200000], None, None, None];55.803443;37.814433;г. Москва, б-р Сиреневый, д. 53;[['Щёлковская', 'СИН', '1130'], ['Первомайская', 'СИН', '1260']];Отделение банка;{'QRCODE': True, 'SELF_ENCASHMENT': False, 'PAY_CASH': False, 'CASHIN': False, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': False};True
60006357;True;True;0;[];55.691183;37.727862;г. Москва, ул. Шоссейная,  1/2стр2;[['Печатники', 'САЛ', '150']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True, 'DEPOSIT_OPEN': True};True
10212555;False;False;0;[[36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None, [36000000, 82800000], None, [36000000, 82800000], None, [36000000, 82800000], None];55.744632;37.566072;г. Москва, пл. Киевского Вокзала, д. 2;[['Киевская', 'КОР', '80'], ['Киевская', 'ГОЛ', '90'], ['Киевская', 'СИН', '180']];ТЦ;{'QRCODE': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'CASHOUT': True, 'DEPOSIT_OPEN': True};True
288937;False;False;0;[[28800000, 82800000], None, [28800000, 82800000], None, [28800000, 82800000], None, [28800000, 82800000], None, [28800000, 82800000], None, [28800000, 82800000], None, [28800000, 82800000], None];55.773854;37.536922;г. Москва, пр-д 3-й Хорошевский, д. 10;[['Беговая', 'ФИО', '490']];Магазин;{'QRCODE': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'CASHOUT': True, 'DEPOSIT_OPEN': True};True
10155533;True;False;0;[];55.638909;37.603946;г. Москва, мкр. Чертаново Северное, к. 208;[['Чертановская', 'СЕР', '210']];ТЦ;{'QRCODE': True, 'CASHIN_ITEMS_CNT40': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'CASHOUT': True, 'DEPOSIT_OPEN': True};True
10127040;True;True;0;[];55.640015;37.351024;г. Москва, ул. Шолохова, д. 16;[['Новопеределкино', 'ЖЕЛ', '200']];Отделение банка;{'QRCODE': True, 'PAY_CASH': False, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': False};True
25195;False;False;0;[[32400000, 72000000], None, [32400000, 72000000], None, [32400000, 72000000], None, [32400000, 72000000], None, [32400000, 72000000], None, [36000000, 64800000], None, None, None];55.646589;37.71548;г. Москва, б-р Новочеркасский,  10к1;[];Отделение банка;{'QRCODE': True, 'PAY_CASH': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': True};True
84099;False;False;0;[[30600000, 70200000], None, [30600000, 70200000], None, [30600000, 70200000], None, [30600000, 70200000], None, [30600000, 70200000], None, [32400000, 61200000], None, None, None];55.822493;37.823358;г. Москва, ул. Хабаровская, д. 15;[];Отделение банка;{'QRCODE': True, 'PAY_CASH': False, 'PAY_SERVICES': False, 'BARCODE': True, 'NFC': False, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': False};False
60012933;True;True;0;[];55.737856;37.686806;г. Москва, ул. Нижегородская,  13,  Б;[['Римская', 'САЛ', '1020'], ['Площадь Ильича', 'ЖЕЛ', '1080'], ['Пролетарская', 'ФИО', '1320'], ['Волгоградский Проспект', 'ФИО', '1360']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'SELF_ENCASHMENT': True, 'CASHIN': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True};True
10355;False;False;0;[[32400000, 82800000], None, [32400000, 82800000], None, [32400000, 82800000], None, [32400000, 82800000], None, [32400000, 82800000], None, [32400000, 82800000], None, [32400000, 82800000], None];55.636164;37.794102;г. Москва, кв-л Капотня 4-й, д. 3;[];Магазин;{'PAY_SERVICES': False, 'NFC': False, 'CASHOUT': True, 'DEPOSIT_OPEN': True};False
247340;False;False;0;[[30600000, 70200000], None, [30600000, 70200000], None, [30600000, 70200000], None, [30600000, 70200000], None, [30600000, 70200000], None, [34200000, 61200000], None, [36000000, 54000000], None];55.744672;37.560943;г. Москва, ул. Брянская, д. 8;[['Киевская', 'ГОЛ', '300'], ['Киевская', 'СИН', '310'], ['Киевская', 'КОР', '400']];Отделение банка;{'QRCODE': True, 'PAY_CASH': False, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': False};True
12703;True;True;0;[];55.880268;37.489895;г. Москва, ул. Маршала Федоренко, д. 7;[['Ховрино', 'ЗЕЛ', '580']];Отделение банка;{'QRCODE': True, 'PAY_CASH': False, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': False};True
11270;True;True;0;[];55.817592;37.660349;г. Москва, ул. Павла Корчагина, д. 11;[['ВДНХ', 'ОРА', '1240'], ['Алексеевская', 'ОРА', '1760']];Отделение банка;{'QRCODE': True, 'PAY_CASH': False, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': False};True
835239;False;False;0;[[32400000, 75600000], None, [32400000, 75600000], None, [32400000, 75600000], None, [32400000, 75600000], None, [32400000, 75600000], None, [32400000, 61200000], None, [36000000, 54000000], None];55.637794;37.656173;г. Москва, ул. Кантемировская, д. 47;[['Кантемировская', 'ЗЕЛ', '100']];Отделение банка;{'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': True};True
973351;True;True;0;[];55.68697;37.574268;г. Москва, ул. Дмитрия Ульянова,  24, стр. 1;[['Академическая', 'ОРА', '80']];Отделение банка;{'QRCODE': True, 'PAY_CASH': False, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': False};True
10482610;False;False;0;[[32400000, 64800000], None, [32400000, 64800000], None, [32400000, 64800000], None, [32400000, 64800000], None, [32400000, 64800000], None, [36000000, 64800000], None, None, None];55.759218;37.6;г. Москва, пер. Сусальный Ниж., д. 5стр19;[['Пушкинская', 'ЗЕЛ', '660'], ['Пушкинская', 'ФИО', '670'], ['Арбатская', 'СИН', '790'], ['Арбатская', 'ГОЛ', '800']];None;{'QRCODE': True, 'CASHIN_ITEMS_CNT40': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'CASHOUT': True, 'DEPOSIT_OPEN': True};True
60003562;True;True;0;[];55.760292;37.57987;г. Москва, ул. Баррикадная,  19, стр. 1;[['Баррикадная', 'ФИО', '100'], ['Краснопресненская', 'КОР', '190']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True, 'DEPOSIT_OPEN': True};True
651855;True;True;0;[];55.788834;37.783591;г. Москва, пр-кт Измайловский, д. 61, стр. 1;[['Измайловская', 'СИН', '110']];Отделение банка;{'QRCODE': True, 'PAY_CASH': False, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': False};True
60017356;True;True;0;[];55.661684;37.481469;г. Москва, пр-кт Вернадского, д. 86Б;[['Юго-Западная', 'КРА', '130']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True, 'DEPOSIT_OPEN': True};True
60008484;True;True;0;[];55.721892;37.662955;г. Москва, ул. Симоновский Вал, д. 18;[['Дубровка', 'САЛ', '950'], ['Пролетарская', 'ФИО', '1050'], ['Крестьянская Застава', 'САЛ', '1180']];Отделение банка;{'CASHIN_ITEMS_CNT200': False, 'SELF_ENCASHMENT': False, 'CASHIN': False, 'NFC': False, 'CASHOUT': True, 'BLIND_PERSON': True};False
60000606;True;False;0;[];55.764085;37.487362;г. Москва, б-р Филевский, д. 10;[];Магазин;{'CASHIN_ITEMS_CNT200': True, 'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True, 'DEPOSIT_OPEN': True};True
60011476;False;False;0;[[32400000, 75600000], None, [32400000, 75600000], None, [32400000, 75600000], None, [32400000, 75600000], None, [32400000, 75600000], None, [32400000, 75600000], None, [32400000, 75600000], None];55.582655;37.671507;г. Москва, ул. Бирюлевская,  51к1;[];ТЦ;{'CASHIN_ITEMS_CNT200': True, 'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True, 'DEPOSIT_OPEN': True};True
791713;False;False;0;[[36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None];55.648819;37.744962;г. Москва, ул. Люблинская,  169к2;[['Марьино', 'САЛ', '30']];ТЦ;{'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': True};True
237623;False;False;0;[[30600000, 70200000], None, [30600000, 70200000], None, [30600000, 70200000], None, [30600000, 70200000], None, [30600000, 70200000], None, [32400000, 61200000], None, None, None];55.806314;37.515097;г. Москва, пр-кт Ленинградский,  76к2;[['Сокол', 'ЗЕЛ', '90']];Отделение банка;{'QRCODE': True, 'PAY_CASH': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': True};True
10153850;False;False;0;[[32400000, 82800000], None, [32400000, 82800000], None, [32400000, 82800000], None, [32400000, 82800000], None, [32400000, 82800000], None, [32400000, 82800000], None, [32400000, 82800000], None];55.630947;37.798587;г. Москва, кв-л Капотня 5-й,  26;[];Магазин;{'QRCODE': True, 'CASHIN_ITEMS_CNT40': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'CASHOUT': True, 'DEPOSIT_OPEN': True};True
60015510;True;True;0;[];55.699974;37.752289;г. Москва, кв-л Волжский Бульвар 113 А, к. 1;[['Кузьминки', 'ФИО', '940'], ['Волжская', 'САЛ', '990']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'SELF_ENCASHMENT': True, 'CASHIN': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True};True
60017272;True;True;0;[];55.652988;37.396416;г. Москва, пр-кт Солнцевский, д. 2;[['Солнцево', 'ЖЕЛ', '440']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'SELF_ENCASHMENT': True, 'CASHIN': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True};True
10155512;False;False;0;[[36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None];55.68416;37.621508;г. Москва, ш. Варшавское,  26стр6;[['Нагатинская', 'СЕР', '80']];ТЦ;{'QRCODE': True, 'CASHIN_ITEMS_CNT40': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'CASHOUT': True, 'DEPOSIT_OPEN': True};True
60001639;False;False;0;[[36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None];55.747731;37.705633;г. Москва, ш. Энтузиастов, д. 12к2;[['Авиамоторная', 'ЖЕЛ', '800'], ['Авиамоторная', 'РОЗ', '1070']];ТЦ;{'CASHIN_ITEMS_CNT200': False, 'QRCODE': True, 'SELF_ENCASHMENT': False, 'PAY_CASH': False, 'CASHIN': False, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True, 'DEPOSIT_OPEN': True};True
144466;False;False;0;[[25200000, 82800000], None, [25200000, 82800000], None, [25200000, 82800000], None, [25200000, 82800000], None, [25200000, 82800000], None, [25200000, 82800000], None, [25200000, 82800000], None];55.592464;37.632089;г. Москва, ул. Подольских Курсантов,  26стр1;[];Магазин;{'PAY_SERVICES': True, 'CASHOUT': True, 'DEPOSIT_OPEN': True};True
60012198;False;False;0;[[30600000, 70200000], None, [30600000, 70200000], None, [30600000, 70200000], None, [30600000, 70200000], None, [30600000, 70200000], None, [36000000, 63000000], None, None, None];55.738591;37.490326;г. Москва, ул. Кастанаевская, д. 24;[['Филёвский Парк', 'ГОЛ', '440']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'SELF_ENCASHMENT': True, 'CASHIN': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True};True
60015574;True;True;0;[];55.689664;37.854683;г. Москва, б-р Жулебинский, д. 28к1;[['Жулебино', 'ФИО', '380']];Отделение банка;{'CASHIN_ITEMS_CNT200': False, 'SELF_ENCASHMENT': False, 'CASHIN': False, 'NFC': False, 'CASHOUT': True, 'BLIND_PERSON': True};False
788408;True;True;0;[];55.852278;37.645725;г. Москва, ул. Снежная, д. 13;[['Свиблово', 'ОРА', '430']];Отделение банка;{'QRCODE': True, 'PAY_CASH': True, 'PAY_SERVICES': True, 'BARCODE': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': True};True
10119131;False;False;0;[[36000000, 68400000], None, [36000000, 68400000], None, [36000000, 68400000], None, [36000000, 68400000], None, [36000000, 68400000], None, None, None, None, None];55.778627;37.726898;г. Москва, ш. Измайловское, д. 24,  1;[['Семёновская', 'СИН', '700']];Отделение банка;{'QRCODE': True, 'SELF_ENCASHMENT': False, 'PAY_CASH': False, 'CASHIN': False, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': False};True
476765;False;False;0;[[36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None];55.836008;37.385725;г. Москва, ш. Пятницкое, д. 3;[['Волоколамская', 'СИН', '220']];ТЦ;{'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': True};True
60003448;True;True;0;[];55.799558;37.804215;г. Москва, ул. Верхняя Первомайская,  59/35к2;[['Первомайская', 'СИН', '510'], ['Щёлковская', 'СИН', '1040']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True, 'DEPOSIT_OPEN': True};True
448240;True;True;0;[];55.595115;37.607071;г. Москва, ул. Россошанская,  3к1Астр2;[['Улица Академика Янгеля', 'СЕР', '300']];Отделение банка;{'QRCODE': True, 'PAY_CASH': False, 'PAY_SERVICES': True, 'BARCODE': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': False};True
33850;False;False;0;[[19800000, 64800000], None, [19800000, 64800000], None, [19800000, 64800000], None, [19800000, 64800000], None, [19800000, 64800000], None, [19800000, 64800000], None, [19800000, 64800000], None];55.622148;37.784706;г. Москва, км МКАД 19-й, д. влд20стр1;[];ТЦ;{'QRCODE': True, 'CASHIN_ITEMS_CNT40': False, 'SELF_ENCASHMENT': False, 'PAY_CASH': False, 'CASHIN': False, 'PAY_SERVICES': False, 'BARCODE': True, 'NFC': False, 'CASHOUT': True, 'DEPOSIT_OPEN': True};False
60022514;True;True;0;[];55.698655;37.562443;г. Москва, пр-кт Ленинский, д. 52;[['Воробьёвы Горы', 'КРА', '1220'], ['Академическая', 'ОРА', '1330'], ['Ленинский Проспект', 'ОРА', '1690'], ['Площадь Гагарина', 'КРЖ', '1760']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'SELF_ENCASHMENT': True, 'CASHIN': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True};True
751039;True;True;0;[];55.620088;37.507022;г. Москва, пр-кт Новоясеневский,  1, к. 2;[['Тёплый Стан', 'ОРА', '50']];Отделение банка;{'QRCODE': True, 'PAY_CASH': False, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': False};True
805790;True;False;0;[];55.757511;37.660808;г. Москва, ул. Земляной Вал,  29, стр. 1;[['Курская', 'КОР', '120'], ['Курская', 'СИН', '170'], ['Чкаловская', 'САЛ', '190']];Транспортный объект;{'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': True};True
60014624;True;True;0;[];55.828407;37.571959;г. Москва, ш. Дмитровское,  29к1;[['Петровско-Разумовская', 'САЛ', '560'], ['Петровско-Разумовская', 'СЕР', '950'], ['Тимирязевская', 'СЕР', '1050']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'SELF_ENCASHMENT': True, 'CASHIN': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True};True
795818;False;False;0;[[30600000, 70200000], None, [30600000, 70200000], None, [30600000, 70200000], None, [30600000, 70200000], None, [30600000, 70200000], None, [32400000, 61200000], None, None, None];55.704509;37.512838;г. Москва, пр-кт Мичуринский, д. 3;[['Ломоносовский Проспект', 'ЖЕЛ', '110']];Отделение банка;{'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': True};True
60020664;True;True;0;[];55.751912;37.812794;г. Москва, пр-кт Зеленый,  54А;[['Новогиреево', 'ЖЕЛ', '110']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True, 'DEPOSIT_OPEN': True};True
11144121;False;False;0;[[30600000, 72000000], None, [30600000, 72000000], None, [30600000, 72000000], None, [30600000, 72000000], None, [30600000, 72000000], None, [36000000, 59400000], None, None, None];55.726989;37.473719;г. Москва, б-р Славянский, д. 3;[['Славянский Бульвар', 'СИН', '270']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'SELF_ENCASHMENT': True, 'CASHIN': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True};True
756424;True;True;0;[];55.704255;37.770403;г. Москва, пр-кт Волгоградский, д. 92;[['Кузьминки', 'ФИО', '200']];Отделение банка;{'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': False, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': True};True
60015821;False;False;0;[[36000000, 68400000], None, [36000000, 68400000], None, [36000000, 68400000], None, [36000000, 68400000], None, [36000000, 68400000], None, None, None, None, None];55.698715;37.531896;г. Москва, ул. Ленинские Горы,  1, стр. 52;[['Университет', 'КРА', '620']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True, 'DEPOSIT_OPEN': True};True
806417;False;False;0;[[36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None, [36000000, 79200000], None];55.869208;37.663018;г. Москва, ул. Енисейская,  19к1;[['Бабушкинская', 'ОРА', '60']];ТЦ;{'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': True};True
60011442;True;True;0;[];55.873036;37.677158;г. Москва, ул. Летчика Бабушкина,  37, к. 2;[['Бабушкинская', 'ОРА', '800']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True, 'DEPOSIT_OPEN': True};True
60000211;True;True;0;[];55.800104;37.407471;г. Москва, ул. Таллинская, д. 26;[['Строгино', 'СИН', '350']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'SELF_ENCASHMENT': True, 'CASHIN': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True};True
60029794;True;True;0;[];55.715596;37.516284;г. Москва, ул. Мосфильмовская,  17/25;[['Ломоносовский Проспект', 'ЖЕЛ', '900']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True, 'DEPOSIT_OPEN': True};True
61387;True;True;0;[];55.753701;37.773771;г. Москва, пр-д 3-й Перова Поля, д. 3а;[['Перово', 'ЖЕЛ', '730']];Отделение банка;{'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': True};True
650289;False;False;0;[[28800000, 82800000], None, [28800000, 82800000], None, [28800000, 82800000], None, [28800000, 82800000], None, [28800000, 82800000], None, [28800000, 82800000], None, [28800000, 82800000], None];55.642601;37.60664;г. Москва, б-р Симферопольский,  37к2;[['Чертановская', 'СЕР', '130']];Магазин;{'PAY_SERVICES': True, 'NFC': True, 'CASHOUT': True, 'DEPOSIT_OPEN': True};True
60015843;True;True;0;[];55.639575;37.60769;г. Москва, ул. Чертановская, д. 1Вк1;[['Чертановская', 'СЕР', '50']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True, 'DEPOSIT_OPEN': True};True
60030774;True;False;0;[];55.741358;37.53146;г. Москва, пр-кт Кутузовский, д. 32к1;[['Кутузовская', 'КРЖ', '190'], ['Кутузовская', 'ГОЛ', '190']];None;{'CASHIN_ITEMS_CNT200': True, 'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True, 'DEPOSIT_OPEN': True};True
10070175;False;False;0;[[25200000, 0], None, [25200000, 0], None, [25200000, 0], None, [25200000, 0], None, [25200000, 0], None, [25200000, 0], None, [25200000, 0], None];55.653908;37.375709;г. Москва, ш. Боровское,  10А;[['Боровское Шоссе', 'ЖЕЛ', '670'], ['Солнцево', 'ЖЕЛ', '1070']];Магазин;{'QRCODE': True, 'CASHIN_ITEMS_CNT40': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'CASHOUT': True, 'DEPOSIT_OPEN': True};True
780142;False;False;0;[[32400000, 72000000], None, [32400000, 72000000], None, [32400000, 72000000], None, [32400000, 72000000], None, [32400000, 72000000], None, [32400000, 72000000], None, [32400000, 64800000], None];55.641859;37.64162;г. Москва, пер. 1-й Котляковский, д. 14;[['Кантемировская', 'ЗЕЛ', '1040'], ['Каширская', 'ЗЕЛ', '1460']];None;{'PAY_SERVICES': True, 'NFC': True, 'CASHOUT': True, 'DEPOSIT_OPEN': True};True
54626;False;False;0;[[36000000, 68400000], None, [36000000, 68400000], None, [36000000, 68400000], None, [36000000, 68400000], None, [36000000, 68400000], None, None, None, None, None];55.720301;37.431146;г. Москва, ш. Можайское, д. 17;[['Кунцевская', 'СИН', '1460'], ['Кунцевская', 'ГОЛ', '1470']];Отделение банка;{'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': True};True
204043;False;False;0;[[36000000, 70200000], None, [36000000, 70200000], None, [36000000, 70200000], None, [36000000, 70200000], None, [36000000, 70200000], None, [36000000, 63000000], None, None, None];55.735616;37.467823;г. Москва, ул. Кастанаевская,  54к3;[['Пионерская', 'ГОЛ', '60']];Отделение банка;{'QRCODE': True, 'PAY_CASH': False, 'PAY_SERVICES': True, 'BARCODE': True, 'NFC': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': False};True
121485;True;True;0;[];55.767418;37.601169;г. Москва, ул. Тверская, д. 22;[['Пушкинская', 'ФИО', '240'], ['Пушкинская', 'ЗЕЛ', '270'], ['Маяковская', 'ЗЕЛ', '350'], ['Чеховская', 'СЕР', '460']];Отделение банка;{'QRCODE': True, 'SELF_ENCASHMENT': True, 'PAY_CASH': True, 'CASHIN': True, 'PAY_SERVICES': True, 'BARCODE': True, 'DEPOSIT_OPEN': True, 'CASHIN_ITEMS_CNT1': True};True
10863561;True;False;0;[];55.879224;37.54714;г. Москва, ш. Дмитровское, д. 98;[['Селигерская', 'САЛ', '1280']];Отделение банка;{'CASHIN_ITEMS_CNT200': True, 'SELF_ENCASHMENT': True, 'CASHIN': True, 'NFC': True, 'CASHOUT': True, 'BLIND_PERSON': True};True
